Publishing,Film & Music,Creative,Entertainment,Arts,Tech,Journalism,Siggy,State
0,1,0,0,0,0,0,0.412524752,1
0,1,0,0,0,0,0,0.413494483,0
0,0,0,0,1,0,0,0.412243344,1
1,0,0,0,0,0,0,0.413338029,0
0,0,0,0,1,0,0,0.412415309,1
0,0,1,0,0,0,0,0.767952611,0
0,1,0,0,0,0,0,0.499244654,0
1,0,0,0,0,0,0,0.471366309,0
0,0,0,0,0,1,0,0.492712904,0
0,0,0,0,1,0,0,0.44421331,0
0,0,1,0,0,0,0,0.387548597,1
0,0,0,0,1,0,0,0.411868222,1
0,0,1,0,0,0,0,0.476194897,0
0,1,0,0,0,0,0,0.422456044,0
0,0,1,0,0,0,0,0.411783834,1
0,0,1,0,0,0,0,0.412517341,1
0,1,0,0,0,0,0,0.412631076,1
0,0,0,0,1,0,0,0.413072098,1
0,1,0,0,0,0,0,0.413072098,1
0,1,0,0,0,0,0,0.409869312,1
0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0.428796366,0
0,0,0,1,0,0,0,0.456250321,0
0,1,0,0,0,0,0,0.412249597,1
0,1,0,0,0,0,0,0.438207256,0
0,1,0,0,0,0,0,0.415887253,0
0,0,0,0,1,0,0,0.411268678,1
0,0,1,0,0,0,0,0.414778061,0
0,1,0,0,0,0,0,0.421606254,0
0,0,1,0,0,0,0,0.490220085,0
0,0,1,0,0,0,0,0.419248178,0
0,0,1,0,0,0,0,0.412278798,1
0,0,0,1,0,0,0,0.424705466,0
0,0,0,0,1,0,0,0.418786423,0
0,0,0,1,0,0,0,0.408095617,1
0,1,0,0,0,0,0,0.412090157,0
0,0,0,0,1,0,0,0.425430738,0
0,0,1,0,0,0,0,0.376352135,1
0,0,1,0,0,0,0,0.572728429,0
0,0,0,0,1,0,0,0.412602931,1
0,1,0,0,0,0,0,0.41813016,0
0,1,0,0,0,0,0,0.454243944,0
0,0,0,0,1,0,0,0.430076798,0
0,1,0,0,0,0,0,0.409944218,1
0,0,0,0,1,0,0,0.649399038,0
0,0,1,0,0,0,0,0.999676406,0
0,1,0,0,0,0,0,0.476713101,0
0,1,0,0,0,0,0,0.428431064,0
0,0,0,1,0,0,0,0.410215786,1
0,0,0,0,1,0,0,0.628624669,0
0,0,1,0,0,0,0,0.423362646,0
0,0,0,0,1,0,0,0.418619975,0
0,0,0,0,1,0,0,0.410321932,1
0,1,0,0,0,0,0,0.409073696,1
0,0,1,0,0,0,0,0.408029199,1
0,0,0,0,1,0,0,0.437826107,0
0,1,0,0,0,0,0,0.412080778,0
0,0,0,0,0,1,0,0.572943129,0
0,1,0,0,0,0,0,0.412562277,1
0,0,0,1,0,0,0,0.43416137,0
0,1,0,0,0,0,0,0.460579305,0
1,0,0,0,0,0,0,0.572943129,0
0,0,1,0,0,0,0,0.453444364,0
0,0,0,0,1,0,0,0.445988422,0
0,0,0,0,0,1,0,0.572943129,0
0,0,0,0,0,1,0,0.428796366,0
1,0,0,0,0,0,0,0.429444368,0
0,1,0,0,0,0,0,0.444028549,0
0,1,0,0,0,0,0,0.431611385,0
1,0,0,0,0,0,0,0.433473634,0
0,0,1,0,0,0,0,0.409086173,1
0,1,0,0,0,0,0,0.444665718,0
0,0,0,0,1,0,0,0.412130515,1
1,0,0,0,0,0,0,0.405780878,1
0,0,0,1,0,0,0,0.427153754,0
0,0,0,0,1,0,0,0.420914176,0
0,0,1,0,0,0,0,0.407250264,1
0,0,0,0,0,1,0,0.418114463,0
0,0,0,0,0,1,0,0.418990583,0
0,0,0,1,0,0,0,0.508463211,0
0,0,0,1,0,0,0,0.452581087,0
0,0,1,0,0,0,0,0.409731059,1
1,0,0,0,0,0,0,0.412087031,1
0,1,0,0,0,0,0,0.475039586,0
0,1,0,0,0,0,0,0.971205044,0
0,0,0,0,1,0,0,0.412258976,1
0,1,0,0,0,0,0,0.415623978,0
0,0,0,0,1,0,0,0.417662474,0
0,1,0,0,0,0,0,0.444659346,0
0,0,0,0,1,0,0,0.46664905,0
0,1,0,0,0,0,0,0.426424567,0
0,0,0,1,0,0,0,0.442980808,0
0,0,0,0,0,1,0,0.443837434,0
0,1,0,0,0,0,0,0.412912563,1
0,1,0,0,0,0,0,0.452645024,0
0,0,0,1,0,0,0,0.431956454,0
0,0,1,0,0,0,0,0.421920937,0
0,1,0,0,0,0,0,0.572933658,0
0,1,0,0,0,0,0,0.411755705,1
0,0,0,0,1,0,0,0.410730981,1
0,1,0,0,0,0,0,0.412415309,1
0,0,0,0,1,0,0,0.412712389,1
0,0,0,0,0,0,1,0.413072098,1
1,0,0,0,0,0,0,0.40558958,1
0,1,0,0,0,0,0,0.418400166,0
0,0,1,0,0,0,0,0.415445354,0
0,1,0,0,0,0,0,0.412258976,1
0,0,0,1,0,0,0,0.426898029,0
0,1,0,0,0,0,0,0.414900218,0
0,0,0,0,1,0,0,0.428480356,0
0,0,0,0,1,0,0,0.413807443,0
0,0,0,0,0,1,0,0.542371864,0
0,1,0,0,0,0,0,0.414637124,0
0,1,0,0,0,0,0,0.57180617,0
0,0,0,0,1,0,0,0.397498435,1
0,0,0,0,0,1,0,0.035029651,1
1,0,0,0,0,0,0,0.492825784,0
0,1,0,0,0,0,0,0.412677987,1
0,0,0,0,0,1,0,0.672467505,0
0,0,0,0,0,1,0,0.409728875,1
0,0,1,0,0,0,0,0.444665718,0
0,0,0,0,0,1,0,0.412690497,1
0,0,1,0,0,0,0,0.410815304,1
0,1,0,0,0,0,0,0.450871368,0
0,0,0,0,1,0,0,0.414950337,0
0,0,1,0,0,0,0,0.829799394,0
0,0,0,0,1,0,0,0.412240217,1
0,0,1,0,0,0,0,0.359095291,1
0,0,1,0,0,0,0,0.404023917,1
0,1,0,0,0,0,0,0.570798063,0
0,1,0,0,0,0,0,0.411430709,1
0,1,0,0,0,0,0,0.435524912,0
0,1,0,0,0,0,0,0.416595828,0
1,0,0,0,0,0,0,0.487257078,0
1,0,0,0,0,0,0,0.476713101,0
1,0,0,0,0,0,0,0.412668605,1
1,0,0,0,0,0,0,0.482100674,0
0,0,0,0,1,0,0,0.41306897,1
0,1,0,0,0,0,0,0.411133906,1
0,0,1,0,0,0,0,0.419754071,0
0,1,0,0,0,0,0,0.412899551,1
0,1,0,0,0,0,0,0.411149525,1
0,0,0,0,0,1,0,0.460584627,0
0,0,0,0,0,1,0,0.45104708,0
0,0,0,0,1,0,0,0.416439034,0
0,1,0,0,0,0,0,0.416200739,0
0,1,0,0,0,0,0,0.411258868,1
0,0,1,0,0,0,0,0.705684323,0
0,0,1,0,0,0,0,0.434430734,0
0,1,0,0,0,0,0,0.409852396,1
0,1,0,0,0,0,0,0.419414695,0
0,0,0,1,0,0,0,0.435788221,0
0,0,0,0,1,0,0,0.414505595,0
0,1,0,0,0,0,0,0.414245704,0
0,0,0,0,1,0,0,0.428796366,0
0,1,0,0,0,0,0,0.443073142,0
0,0,0,0,1,0,0,0.413072098,1
1,0,0,0,0,0,0,0.416925151,0
0,1,0,0,0,0,0,0.410618558,1
0,0,1,0,0,0,0,0.410459308,1
0,1,0,0,0,0,0,0.409797531,1
0,0,0,0,0,1,0,0.450612613,0
0,1,0,0,0,0,0,0.406456231,1
0,0,1,0,0,0,0,0.412315254,1
0,0,0,0,0,1,0,0.556773021,0
0,0,1,0,0,0,0,0.413100253,0
0,0,1,0,0,0,0,0.437572049,0
0,0,0,0,1,0,0,0.481881603,0
0,0,1,0,0,0,0,0.420914176,0
1,0,0,0,0,0,0,0.403903093,1
0,1,0,0,0,0,0,0.414637124,0
0,0,1,0,0,0,0,0.455840608,0
0,0,0,0,1,0,0,0.428701557,0
0,0,0,0,0,1,0,0.444633856,0
0,0,0,0,1,0,0,0.413228522,0
0,0,0,0,0,1,0,0.444665718,0
0,0,0,0,1,0,0,0.534701718,0
1,0,0,0,0,0,0,0.427640054,0
0,0,0,0,1,0,0,0.412690497,1
1,0,0,0,0,0,0,0.412077652,1
0,1,0,0,0,0,0,0.411187013,1
0,0,1,0,0,0,0,0.419028277,0
0,0,0,0,1,0,0,0.409697668,1
1,0,0,0,0,0,0,0.415044314,0
1,0,0,0,0,0,0,0.410368763,1
1,0,0,0,0,0,0,0.413122152,0
1,0,0,0,0,0,0,0.418541468,0
0,0,1,0,0,0,0,0.460648743,0
0,1,0,0,0,0,0,0.477846241,0
0,0,0,1,0,0,0,0.408490547,1
0,1,0,0,0,0,0,0.412274608,1
0,0,1,0,0,0,0,0.988655389,0
0,1,0,0,0,0,0,0.476021101,0
