Publishing,Film & Music,Creative,Entertainment,Arts,Tech,Journalism,Siggy,State
0,0,0,0,1,0,0,0.412853134,1
0,0,0,1,0,0,0,0.425487513,0
0,1,0,0,0,0,0,0.411677574,1
0,0,0,0,1,0,0,0.444662532,0
0,1,0,0,0,0,0,0.444506409,0
0,0,0,1,0,0,0,0.428796366,0
0,0,1,0,0,0,0,0.411561949,1
0,1,0,0,0,0,0,0.40879684,1
0,0,0,1,0,0,0,0.416467256,0
0,0,1,0,0,0,0,0.439382921,0
0,0,0,0,1,0,0,0.412509117,1
0,0,0,1,0,0,0,0.492803208,0
0,0,1,0,0,0,0,0.344895988,1
0,1,0,0,0,0,0,0.434399126,0
0,0,0,0,0,1,0,0.42087958,0
0,1,0,0,0,0,0,0.408138287,1
0,0,0,0,0,1,0,0.661751305,0
1,0,0,0,0,0,0,0.411243247,1
0,0,0,0,1,0,0,0.413995253,0
0,0,0,0,1,0,0,0.411352597,1
0,1,0,0,0,0,0,0.412837495,1
0,1,0,0,0,0,0,0.411194823,1
0,1,0,0,0,0,0,0.410805935,1
0,0,0,0,1,0,0,0.41185572,1
1,0,0,0,0,0,0,0.718841355,0
1,0,0,0,0,0,0,0.421404891,0
0,1,0,0,0,0,0,0.431070331,0
0,0,0,0,1,0,0,0.443684554,0
0,1,0,0,0,0,0,0.446638901,0
0,0,0,0,1,0,0,0.411555699,1
0,0,0,0,1,0,0,0.71890394,0
0,1,0,0,0,0,0,0.414615201,0
1,0,0,0,0,0,0,0.399685265,1
0,0,0,0,0,1,0,0.307881594,1
0,1,0,0,0,0,0,0.423668574,0
0,0,1,0,0,0,0,0.411690075,1
0,0,0,1,0,0,0,0.379385467,1
1,0,0,0,0,0,0,0.353797107,1
0,0,0,0,1,0,0,0.416752639,0
0,0,1,0,0,0,0,0.572819996,0
0,1,0,0,0,0,0,0.423211798,0
0,1,0,0,0,0,0,0.412759302,0
0,0,1,0,0,0,0,0.438226315,0
0,0,0,1,0,0,0,0.444108185,0
0,0,0,1,0,0,0,0.41096991,1
0,0,1,0,0,0,0,0.320171556,1
0,0,0,1,0,0,0,0.418978018,0
0,0,0,0,1,0,0,0.394342144,1
0,1,0,0,0,0,0,0.41432398,0
0,0,0,1,0,0,0,0.511265857,0
0,1,0,0,0,0,0,0.416094146,0
0,0,0,1,0,0,0,0.282466205,1
0,0,1,0,0,0,0,0.387548597,1
0,1,0,0,0,0,0,0.41126824,1
1,0,0,0,0,0,0,0.419823213,0
0,1,0,0,0,0,0,0.412853134,1
0,1,0,0,0,0,0,0.483637578,0
0,0,0,0,0,1,0,0.44194312,0
0,0,0,1,0,0,0,0.4168781,0
0,0,0,0,1,0,0,0.416203874,0
0,1,0,0,0,0,0,0.457444585,0
0,0,0,1,0,0,0,0.425604221,0
0,0,1,0,0,0,0,0.412587295,1
0,0,1,0,0,0,0,0.417662474,0
0,1,0,0,0,0,0,0.649413727,0
0,1,0,0,0,0,0,0.411133906,1
0,0,0,0,0,1,0,0.189202287,1
0,1,0,0,0,0,0,0.413538293,0
1,0,0,0,0,0,0,0.42803804,0
0,0,0,0,1,0,0,0.412960453,1
0,0,0,0,1,0,0,0.41856345,0
0,1,0,0,0,0,0,0.412896924,1
0,1,0,0,0,0,0,0.438461395,0
0,1,0,0,0,0,0,0.412768685,1
0,1,0,0,0,0,0,0.410290712,1
0,1,0,0,0,0,0,0.392790777,1
0,0,0,0,1,0,0,0.420301003,0
0,1,0,0,0,0,0,0.4176154,0
0,1,0,0,0,0,0,0.412837495,1
0,0,0,0,1,0,0,0.416611508,0
0,0,1,0,0,0,0,0.413384964,0
0,0,0,0,1,0,0,0.424904095,0
0,1,0,0,0,0,0,0.411079082,1
0,0,0,0,1,0,0,0.35091536,1
0,1,0,0,0,0,0,0.524254662,0
1,0,0,0,0,0,0,0.424850494,0
0,0,1,0,0,0,0,0.407695758,1
0,0,1,0,0,0,0,0.71890394,0
0,0,0,1,0,0,0,0.436080123,0
0,0,0,0,1,0,0,0.41022203,1
0,0,0,1,0,0,0,0.423495299,0
0,0,0,0,0,1,0,0.411115162,1
0,1,0,0,0,0,0,0.413053328,1
0,0,0,0,0,1,0,0.438108785,0
0,1,0,0,0,0,0,0.419920645,0
0,0,0,1,0,0,0,0.475596291,0
0,0,0,0,1,0,0,0.406412651,1
0,1,0,0,0,0,0,0.442551029,0
0,0,0,0,0,1,0,0.242824719,1
0,1,0,0,0,0,0,0.421559057,0
0,0,0,0,1,0,0,0.415138298,0
0,0,1,0,0,0,0,0.422078303,0
0,1,0,0,0,0,0,0.42233012,0
0,0,0,0,1,0,0,0.411993251,1
0,0,0,1,0,0,0,0.902415973,0
0,0,0,0,0,1,0,0.415106969,0
0,1,0,0,0,0,0,0.442490549,0
0,1,0,0,0,0,0,0.991918122,0
0,0,0,0,1,0,0,0.428796366,0
0,1,0,0,0,0,0,0.460581421,0
0,0,0,0,0,1,0,0.417003572,0
0,0,0,0,0,1,0,0.412402801,1
0,0,0,1,0,0,0,0.409433412,1
0,0,0,1,0,0,0,0.415862177,0
0,1,0,0,0,0,0,0.442245462,0
0,0,0,0,0,1,0,0.441249488,0
0,0,0,0,1,0,0,0.412781196,1
0,0,0,0,0,1,0,1,0
0,0,0,0,0,1,0,0.412699879,1
0,0,0,1,0,0,0,0.412962611,1
0,1,0,0,0,0,0,0.424670787,0
0,0,0,0,1,0,0,0.412884412,1
0,1,0,0,0,0,0,0.419499532,0
0,0,0,0,1,0,0,0.446259433,0
0,0,0,0,0,1,0,0.604097153,0
0,0,1,0,0,0,0,0.460648743,0
0,1,0,0,0,0,0,0.443060406,0
0,1,0,0,0,0,0,0.411446332,1
0,0,0,0,1,0,0,0.354195488,1
0,0,0,1,0,0,0,0.410982404,1
0,1,0,0,0,0,0,0.41306897,1
0,0,1,0,0,0,0,0.451555119,0
0,0,1,0,0,0,0,0.416094146,0
0,1,0,0,0,0,0,0.421857996,0
0,0,1,0,0,0,0,0.000171947,1
0,1,0,0,0,0,0,0.403362652,1
1,0,0,0,0,0,0,0.428717358,0
0,0,0,0,1,0,0,0.416203874,0
0,0,1,0,0,0,0,0.618624649,0
0,0,0,1,0,0,0,0.327984891,1
0,0,1,0,0,0,0,0.492180767,0
0,0,0,1,0,0,0,0.413985862,0
0,1,0,0,0,0,0,0.999999728,0
0,0,1,0,0,0,0,0.413072098,1
0,0,0,0,1,0,0,0.829799394,0
0,0,0,1,0,0,0,0.422487526,0
0,1,0,0,0,0,0,0.437362476,0
0,1,0,0,0,0,0,0.412130609,1
0,1,0,0,0,0,0,0.448521207,0
0,0,1,0,0,0,0,0.400741453,0
0,1,0,0,0,0,0,0.430630362,0
1,0,0,0,0,0,0,0.350688178,1
0,1,0,0,0,0,0,0.508953385,0
0,0,0,0,0,1,0,0.428448758,0
0,1,0,0,0,0,0,0.414615201,0
0,1,0,0,0,0,0,0.408977007,1
0,0,0,0,1,0,0,0.414637124,0
0,1,0,0,0,0,0,0.41301579,1
0,0,0,0,0,1,0,0.41266235,1
0,0,0,0,1,0,0,0.422015355,0
0,0,0,0,1,0,0,0.468383633,0
0,1,0,0,0,0,0,0.422487526,0
0,0,1,0,0,0,0,0.476642287,0
0,1,0,0,0,0,0,0.444108185,0
0,0,0,1,0,0,0,0.319739139,1
0,0,0,0,1,0,0,0.435128432,0
0,0,0,0,1,0,0,0.428796366,0
0,0,0,0,1,0,0,0.438302554,0
1,0,0,0,0,0,0,0.517669571,0
0,0,1,0,0,0,0,0.413056456,1
1,0,0,0,0,0,0,0.421074585,0
0,0,1,0,0,0,0,0.423681177,0
0,0,1,0,0,0,0,0.412146427,1
0,1,0,0,0,0,0,0.441239944,0
0,0,0,1,0,0,0,0.4690102,0
0,1,0,0,0,0,0,0.639688296,0
1,0,0,0,0,0,0,0.364558058,1
0,1,0,0,0,0,0,0.501131751,0
0,0,1,0,0,0,0,0.969007613,0
0,1,0,0,0,0,0,0.444665718,0
0,0,1,0,0,0,0,0.428442439,0
0,1,0,0,0,0,0,0.457908976,0
0,0,1,0,0,0,0,0.382473634,1
0,1,0,0,0,0,0,0.433085509,0
0,0,0,0,0,1,0,0.450695667,0
0,0,0,0,1,0,0,0.420911031,0
1,0,0,0,0,0,0,0.428796366,0
0,0,0,0,0,1,0,0.588652671,0
0,0,0,0,1,0,0,0.414944072,0
0,0,0,1,0,0,0,0.383336805,1
0,0,0,0,0,1,0,0.718645725,0
0,0,1,0,0,0,0,0.418148996,0
0,1,0,0,0,0,0,0.409781927,1
0,1,0,0,0,0,0,0.413075226,0
0,0,1,0,0,0,0,0.648969998,0
0,0,0,0,0,1,0,0.436959269,0
0,0,0,1,0,0,0,0.395785203,1
0,1,0,0,0,0,0,0.416031448,0
0,1,0,0,0,0,0,0.571682954,0
0,0,0,1,0,0,0,0.417769182,0
0,1,0,0,0,0,0,0.42053681,0
0,0,0,0,1,0,0,0.410637513,1
0,0,0,1,0,0,0,0.411902604,1
0,1,0,0,0,0,0,0.414558831,0
0,0,0,0,1,0,0,0.71890394,0
0,0,0,0,0,1,0,0.800695145,0
0,0,0,0,1,0,0,0.411955741,1
0,1,0,0,0,0,0,0.443324692,0
0,1,0,0,0,0,0,0.444665718,0
1,0,0,0,0,0,0,0.423117309,0
0,0,0,0,0,1,0,0.444633856,0
0,0,0,0,0,1,0,0.410521757,1
0,1,0,0,0,0,0,0.413134665,0
0,1,0,0,0,0,0,0.420867,0
1,0,0,0,0,0,0,0.413040815,1
0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0.411555699,1
1,0,0,0,0,0,0,0.444665718,0
0,1,0,0,0,0,0,0.412834367,1
0,0,1,0,0,0,0,0.375456113,1
0,0,1,0,0,0,0,0.432396591,0
0,0,1,0,0,0,0,0.902844643,0
0,0,0,0,1,0,0,0.437829283,0
0,0,0,1,0,0,0,3.72119E-29,1
1,0,0,0,0,0,0,0.431712683,0
0,1,0,0,0,0,0,0.496212465,0
0,1,0,0,0,0,0,0.414139257,0
0,1,0,0,0,0,0,0.415597778,0
0,0,0,0,1,0,0,0.428606753,0
0,0,1,0,0,0,0,0.397649867,1
1,0,0,0,0,0,0,0.412884412,1
0,1,0,0,0,0,0,0.437000538,0
0,1,0,0,0,0,0,0.413006405,1
0,1,0,0,0,0,0,0.776496856,0
0,1,0,0,0,0,0,0.470054695,0
0,0,1,0,0,0,0,0.412262102,1
0,1,0,0,0,0,0,0.401011069,1
0,0,0,1,0,0,0,0.412430943,1
0,0,1,0,0,0,0,0.460264067,0
0,0,0,1,0,0,0,0.415717999,0
0,0,0,0,0,1,0,0.46048525,0
0,0,0,0,1,0,0,0.443085878,0
0,1,0,0,0,0,0,0.412571659,1
0,0,0,0,1,0,0,0.411374468,1
0,0,0,0,1,0,0,0.419703788,0
0,1,0,0,0,0,0,0.415576969,0
0,1,0,0,0,0,0,0.434487896,0
1,0,0,0,0,0,0,0.433150454,0
0,0,1,0,0,0,0,0.445223391,0
0,0,1,0,0,0,0,0.439376564,0
0,0,1,0,0,0,0,0.401252844,1
0,0,0,0,1,0,0,0.427213744,0
0,0,0,0,0,0,1,0.412806217,1
0,0,1,0,0,0,0,0.397917238,1
0,0,0,0,0,1,0,0.444649787,0
0,1,0,0,0,0,0,0.70488239,0
1,0,0,0,0,0,0,0.41215268,1
0,0,0,0,1,0,0,0.460645537,0
0,1,0,0,0,0,0,0.413056456,1
1,0,0,0,0,0,0,0.139741779,1
0,0,1,0,0,0,0,0.509814373,0
0,0,0,1,0,0,0,0.427589523,0
0,0,1,0,0,0,0,0.463150259,0
0,0,1,0,0,0,0,0.412868773,1
0,1,0,0,0,0,0,0.43195962,0
0,0,1,0,0,0,0,0.779305749,0
0,1,0,0,0,0,0,0.470263626,0
0,0,0,1,0,0,0,0.144744539,1
0,0,1,0,0,0,0,0.432691131,0
1,0,0,0,0,0,0,0.422487526,0
0,1,0,0,0,0,0,0.506518486,0
0,0,0,1,0,0,0,0.413854393,0
0,0,0,0,0,1,0,0.460135852,0
0,0,0,0,1,0,0,0.412943843,1
0,0,1,0,0,0,0,0.572946287,0
0,0,1,0,0,0,0,0.507050647,0
0,0,0,1,0,0,0,0.413832483,0
0,0,0,0,0,0,1,0.416203874,0
0,0,0,0,0,1,0,0.268147486,1
0,0,1,0,0,0,0,0.508888889,0
0,1,0,0,0,0,0,0.412437196,1
0,1,0,0,0,0,0,0.548626016,0
0,0,0,1,0,0,0,0.413995253,0
1,0,0,0,0,0,0,0.412065148,1
0,0,0,0,0,0,1,0.428777404,0
0,0,0,0,0,1,0,0.443563532,0
0,0,1,0,0,0,0,0.439897918,0
0,0,0,0,0,1,0,0.999283318,0
0,0,0,0,1,0,0,0.402679672,1
0,1,0,0,0,0,0,0.718906547,0
1,0,0,0,0,0,0,0.420914176,0
0,1,0,0,0,0,0,0.43195962,0
0,1,0,0,0,0,0,0.412524752,1
0,0,0,0,1,0,0,0.412149554,1
0,0,1,0,0,0,0,0.525062371,0
0,0,0,1,0,0,0,0.103328407,1
0,0,0,0,0,1,0,0.476552163,0
1,0,0,0,0,0,0,0.416736957,0
0,1,0,0,0,0,0,0.41777232,0
0,1,0,0,0,0,0,0.412121418,1
1,0,0,0,0,0,0,0.437032284,0
0,1,0,0,0,0,0,0.744230964,0
0,0,1,0,0,0,0,0.946572917,0
0,1,0,0,0,0,0,0.412681114,1
0,0,1,0,0,0,0,0.554421813,0
0,0,1,0,0,0,0,0.4120714,1
0,1,0,0,0,0,0,0.411247496,1
0,0,0,0,0,1,0,0.408992695,1
0,0,0,0,1,0,0,0.42803804,0
1,0,0,0,0,0,0,0.422468637,0
0,1,0,0,0,0,0,0.409997279,1
0,0,0,0,1,0,0,0.413948298,0
0,1,0,0,0,0,0,0.420911031,0
0,0,0,0,0,1,0,0.418161553,0
0,0,1,0,0,0,0,0.444665718,0
0,0,0,0,1,0,0,0.42053681,0
0,1,0,0,0,0,0,0.401770094,1
0,1,0,0,0,0,0,0.412759302,1
0,0,1,0,0,0,0,0.406795582,1
0,0,1,0,0,0,0,0.412249597,1
0,1,0,0,0,0,0,0.410103407,1
0,0,0,0,1,0,0,0.412005755,1
0,0,1,0,0,0,0,0.414621465,0
0,0,1,0,0,0,0,0.42929793,0
0,0,0,0,1,0,0,0.404263517,1
0,0,0,0,1,0,0,0.412490354,1
1,0,0,0,0,0,0,0.419245036,0
0,0,1,0,0,0,0,0.419376992,0
0,0,1,0,0,0,0,0.568713634,0
1,0,0,0,0,0,0,0.416203874,0
1,0,0,0,0,0,0,0.370436259,1
0,0,0,0,1,0,0,0.444665718,0
1,0,0,0,0,0,0,0.416131767,0
0,0,0,1,0,0,0,0.28688833,1
0,0,1,0,0,0,0,0.435128432,0
0,0,0,0,1,0,0,0.572946287,0
0,0,0,0,0,1,0,0.428044358,0
0,0,0,0,1,0,0,0.405516479,1
0,0,0,0,1,0,0,0.409226168,1
0,0,0,1,0,0,0,0.322676303,1
0,0,0,1,0,0,0,0.441214495,0
0,0,0,1,0,0,0,0.476433071,0
0,0,0,1,0,0,0,0.469829705,0
0,0,0,1,0,0,0,0.422232536,0
0,1,0,0,0,0,0,0.430972076,0
0,1,0,0,0,0,0,0.420914176,0
0,0,0,1,0,0,0,0.407580476,1
0,0,1,0,0,0,0,0.413363061,0
0,0,0,0,1,0,0,0.413478837,0
0,0,0,0,1,0,0,0.412950099,1
0,0,1,0,0,0,0,0.439891528,0
0,0,0,1,0,0,0,0.417172976,0
0,1,0,0,0,0,0,0.410930867,1
0,1,0,0,0,0,0,0.42049279,0
0,0,0,0,1,0,0,0.412878156,1
0,0,1,0,0,0,0,0.014216784,0
0,1,0,0,0,0,0,0.459748034,0
0,0,0,0,1,0,0,0.425008149,0
0,0,1,0,0,0,0,0.413697899,0
0,0,0,0,1,0,0,0.412326947,1
1,0,0,0,0,0,0,0.416790276,0
0,0,0,0,1,0,0,0.557702614,0
0,0,0,0,1,0,0,0.443869286,0
0,1,0,0,0,0,0,0.412493481,1
0,0,0,0,1,0,0,0.412205827,1
0,1,0,0,0,0,0,0.414850101,0
0,0,1,0,0,0,0,0.426244687,0
0,0,1,0,0,0,0,0.423416544,0
1,0,0,0,0,0,0,0.718867433,0
1,0,0,0,0,0,0,0.412915691,1
0,1,0,0,0,0,0,0.443789658,0
0,0,0,1,0,0,0,0.34336411,1
0,1,0,0,0,0,0,0.492987042,0
0,0,0,0,1,0,0,0.422528455,0
0,0,0,1,0,0,0,0.412821856,1
0,0,0,0,1,0,0,0.411727578,1
0,1,0,0,0,0,0,0.411571323,1
0,1,0,0,0,0,0,0.416473527,0
0,0,0,0,1,0,0,0.415182159,0
0,0,0,0,1,0,0,0.413697899,0
0,0,1,0,0,0,0,0.648708341,0
0,0,1,0,0,0,0,0.428129653,0
0,0,1,0,0,0,0,0.409657101,1
0,1,0,0,0,0,0,0.40593337,1
1,0,0,0,0,0,0,0.428780564,0
0,0,0,1,0,0,0,0.463913918,0
0,0,0,1,0,0,0,0.260795998,1
0,0,1,0,0,0,0,0.411502577,1
0,0,1,0,0,0,0,0.553902176,0
0,1,0,0,0,0,0,0.401391236,1
0,1,0,0,0,0,0,0.41022971,1
0,0,0,0,1,0,0,0.412190195,1
0,0,0,0,0,0,1,0.413065841,1
0,1,0,0,0,0,0,0.649061116,0
0,1,0,0,0,0,0,0.420914176,0
0,1,0,0,0,0,0,0.409260857,1
1,0,0,0,0,0,0,0.416047123,0
0,0,0,0,1,0,0,0.414637124,0
0,1,0,0,0,0,0,0.505305752,0
0,0,0,1,0,0,0,0.432919194,0
0,1,0,0,0,0,0,0.416185063,0
0,1,0,0,0,0,0,0.829799394,0
0,0,0,0,0,1,0,0.508824393,0
0,0,0,0,0,1,0,0.492825784,0
0,0,0,0,1,0,0,0.444028549,0
0,1,0,0,0,0,0,0.430326671,0
1,0,0,0,0,0,0,0.649413727,0
0,0,0,0,1,0,0,0.436594232,0
0,1,0,0,0,0,0,0.460632714,0
0,0,1,0,0,0,0,0.422487526,0
0,1,0,0,0,0,0,0.413072098,1
0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0.422456044,0
0,0,1,0,0,0,0,0.412793706,1
1,0,0,0,0,0,0,0.406951277,1
0,0,0,1,0,0,0,0.414483675,0
0,0,0,0,1,0,0,0.428954393,0
0,0,0,1,0,0,0,0.37864749,1
0,1,0,0,0,0,0,0.41306897,1
1,0,0,0,0,0,0,0.412975124,1
1,0,0,0,0,0,0,0.43666406,0
0,1,0,0,0,0,0,0.413072098,1
0,0,0,1,0,0,0,0.412953227,1
0,1,0,0,0,0,0,0.413697899,0
0,0,1,0,0,0,0,0.414602675,0
0,1,0,0,0,0,0,0.4101433,1
0,0,0,0,1,0,0,0.407306332,1
0,1,0,0,0,0,0,0.454672617,0
0,0,0,0,1,0,0,0.487321552,0
0,0,0,0,0,1,0,0.492825784,0
0,0,1,0,0,0,0,0.430086286,0
0,0,0,0,1,0,0,0.412931331,1
0,1,0,0,0,0,0,0.698698647,0
0,0,0,0,0,1,0,0.491832469,0
0,1,0,0,0,0,0,0.411618198,1
0,1,0,0,0,0,0,0.414242574,0
0,1,0,0,0,0,0,0.781516955,0
0,0,0,0,1,0,0,0.460648743,0
0,1,0,0,0,0,0,0.442990359,0
0,0,0,1,0,0,0,0.457146773,0
0,1,0,0,0,0,0,0.410131501,1
0,0,0,0,1,0,0,0.419735215,0
0,0,0,1,0,0,0,0.400298113,1
0,1,0,0,0,0,0,0.418557169,0
0,0,0,0,1,0,0,0.525059153,0
0,0,0,0,1,0,0,0.412906307,1
1,0,0,0,0,0,0,0.412430943,1
0,0,0,0,1,0,0,0.419311012,0
0,0,0,1,0,0,0,0.427216902,0
0,0,0,0,1,0,0,0.460552569,0
0,0,1,0,0,0,0,0.470749029,0
0,0,1,0,0,0,0,0.418667081,0
0,1,0,0,0,0,0,0.475071764,0
0,0,0,0,1,0,0,0.416015774,0
0,0,0,0,1,0,0,0.413072098,1
0,1,0,0,0,0,0,0.411071429,1
0,0,0,0,0,1,0,0.412746792,1
0,0,0,0,0,1,0,0.410031613,1
0,0,0,0,1,0,0,0.508953385,0
0,1,0,0,0,0,0,0.501722069,0
0,0,0,0,0,1,0,0.774526802,0
0,0,0,0,1,0,0,0.419263886,0
0,0,0,1,0,0,0,0.438251728,0
1,0,0,0,0,0,0,0.418541468,0
0,0,1,0,0,0,0,0.414633992,0
0,0,0,1,0,0,0,0.412566968,1
0,1,0,0,0,0,0,0.999999859,0
0,1,0,0,0,0,0,0.395963599,1
0,1,0,0,0,0,0,0.499583364,0
0,1,0,0,0,0,0,0.413040815,1
0,0,0,0,0,1,0,0.588652671,0
1,0,0,0,0,0,0,0.40992237,1
0,0,0,0,0,1,0,0.527349618,0
0,0,1,0,0,0,0,0.413212879,0
0,0,0,0,0,1,0,0.685763288,0
0,0,1,0,0,0,0,0.346527511,1
0,0,1,0,0,0,0,0.444662532,0
0,0,0,0,0,1,0,0.997762911,0
0,0,0,0,1,0,0,0.460360231,0
0,1,0,0,0,0,0,0.492825784,0
0,0,1,0,0,0,0,0.429238878,0
0,0,0,0,1,0,0,0.420436194,0
0,0,0,0,0,1,0,0.358118869,1
1,0,0,0,0,0,0,0.402167684,1
0,1,0,0,0,0,0,0.529677505,0
0,0,0,0,1,0,0,0.492825784,0
0,0,0,0,1,0,0,0.412921947,1
0,1,0,0,0,0,0,0.476713101,0
0,0,0,0,1,0,0,0.464209159,0
1,0,0,0,0,0,0,0.419342431,0
0,1,0,0,0,0,0,0.44162173,0
0,0,0,0,1,0,0,0.42563892,0
0,0,1,0,0,0,0,0.425165819,0
0,1,0,0,0,0,0,0.404947362,1
0,0,1,0,0,0,0,0.487598798,0
0,0,0,1,0,0,0,0.420313578,0
0,1,0,0,0,0,0,0.412415309,1
0,0,0,0,1,0,0,0.506405602,0
1,0,0,0,0,0,0,0.411999503,1
1,0,0,0,0,0,0,0.412743664,1
0,0,1,0,0,0,0,0.419245036,0
1,0,0,0,0,0,0,0.41777232,0
0,0,1,0,0,0,0,0.399874134,1
0,0,0,0,1,0,0,0.428783725,0
0,1,0,0,0,0,0,0.453396397,0
0,0,0,0,0,1,0,0.525062371,0
0,0,0,0,1,0,0,0.413541423,0
0,0,1,0,0,0,0,0.428543553,0
1,0,0,0,0,0,0,0.42710008,0
0,0,0,0,1,0,0,0.460616685,0
0,1,0,0,0,0,0,0.405833801,1
0,0,0,1,0,0,0,0.435118918,0
0,1,0,0,0,0,0,0.412931331,1
0,0,0,1,0,0,0,0.414887689,0
0,1,0,0,0,0,0,0.420914176,0
0,1,0,0,0,0,0,0.412577913,1
0,0,0,0,1,0,0,0.855424594,0
1,0,0,0,0,0,0,0.460648743,0
0,0,0,0,0,1,0,0.902447784,0
0,1,0,0,0,0,0,0.459799313,0
0,0,0,0,1,0,0,0.423022826,0
0,0,1,0,0,0,0,0.409051862,1
0,1,0,0,0,0,0,0.444665718,0
0,0,0,0,0,1,0,0.416203874,0
0,1,0,0,0,0,0,0.412806217,1
0,0,0,0,0,1,0,0.999996459,0
0,0,0,0,1,0,0,0.410902756,1
0,1,0,0,0,0,0,0.443710034,0
1,0,0,0,0,0,0,0.412455864,1
0,1,0,0,0,0,0,0.429001804,0
0,1,0,0,0,0,0,0.508953385,0
0,0,1,0,0,0,0,0.455171753,0
0,0,0,0,1,0,0,0.413072098,1
1,0,0,0,0,0,0,0.413072098,1
0,0,1,0,0,0,0,0.444662532,0
0,1,0,0,0,0,0,0.420238127,0
0,1,0,0,0,0,0,0.416203874,0
0,0,0,1,0,0,0,0.382729999,1
0,0,0,1,0,0,0,0.419342431,0
0,0,1,0,0,0,0,0.412821856,1
0,0,0,0,1,0,0,0.409695515,1
0,1,0,0,0,0,0,0.413009533,1
0,0,1,0,0,0,0,0.444891957,0
0,0,0,0,1,0,0,0.410243883,1
0,0,0,0,1,0,0,0.419342431,0
0,0,0,0,1,0,0,0.410321495,1
0,0,0,1,0,0,0,0.452053701,0
1,0,0,0,0,0,0,0.412728027,1
0,1,0,0,0,0,0,0.440447961,0
0,0,0,0,1,0,0,0.468126608,0
1,0,0,0,0,0,0,0.422487526,0
0,0,0,0,1,0,0,0.413037687,1
0,0,0,0,1,0,0,0.460324971,0
0,0,1,0,0,0,0,0.287665055,1
0,1,0,0,0,0,0,0.470196124,0
0,0,0,1,0,0,0,0.76801009,0
0,1,0,0,0,0,0,0.444506409,0
0,0,1,0,0,0,0,0.428654154,0
0,0,0,0,0,1,0,0.586041328,0
0,1,0,0,0,0,0,0.407710808,1
0,0,0,0,1,0,0,0.457124358,0
0,0,0,1,0,0,0,0.418557169,0
0,0,1,0,0,0,0,0.427273737,0
0,0,0,0,1,0,0,0.415100704,0
0,0,1,0,0,0,0,0.371302092,1
0,1,0,0,0,0,0,0.413072098,1
0,0,1,0,0,0,0,0.483859924,0
0,0,0,1,0,0,0,0.448297805,0
0,0,0,0,1,0,0,0.423747342,0
0,1,0,0,0,0,0,0.391983288,1
0,1,0,0,0,0,0,0.412584168,1
0,1,0,0,0,0,0,0.444665718,0
0,0,0,0,0,1,0,0.478512712,0
0,0,0,1,0,0,0,0.565704495,0
0,0,1,0,0,0,0,0.409557249,1
0,0,0,0,1,0,0,0.416203874,0
0,1,0,0,0,0,0,0.423811556,0
0,1,0,0,0,0,0,0.40485098,1
0,0,0,0,0,1,0,0.414060992,0
0,0,0,0,1,0,0,0.403548985,1
0,0,1,0,0,0,0,0.438188197,0
1,0,0,0,0,0,0,0.425049142,0
0,0,1,0,0,0,0,0.428527754,0
0,1,0,0,0,0,0,0.422487526,0
0,0,0,0,1,0,0,0.409398125,1
0,0,0,0,1,0,0,0.460632714,0
0,1,0,0,0,0,0,0.412221459,1
0,0,0,0,0,1,0,0.411790085,1
0,0,1,0,0,0,0,0.420914176,0
0,0,0,1,0,0,0,0.411112038,1
0,1,0,0,0,0,0,0.415984427,0
0,0,0,0,1,0,0,0.42087958,0
0,0,0,1,0,0,0,0.460135852,0
0,1,0,0,0,0,0,0.444665718,0
0,0,1,0,0,0,0,0.43981205,0
1,0,0,0,0,0,0,0.430820195,0
0,0,1,0,0,0,0,0.428628874,0
0,0,1,0,0,0,0,0.44393299,0
0,0,0,0,1,0,0,0.420709758,0
0,1,0,0,0,0,0,0.410656031,1
0,1,0,0,0,0,0,0.412430943,1
0,1,0,0,0,0,0,0.420813536,0
0,1,0,0,0,0,0,0.421228719,0
0,0,0,0,1,0,0,0.42563892,0
0,1,0,0,0,0,0,0.426314112,0
0,0,0,1,0,0,0,0.417769182,0
0,0,0,0,0,1,0,0.718175874,0
0,0,0,0,1,0,0,0.432513768,0
0,1,0,0,0,0,0,0.412080778,1
1,0,0,0,0,0,0,0.379686285,1
0,0,0,0,1,0,0,0.411494265,1
0,0,0,0,1,0,0,0.412853134,1
0,1,0,0,0,0,0,0.412728027,1
0,0,0,0,1,0,0,0.412956355,1
0,1,0,0,0,0,0,0.413037687,1
0,0,0,0,1,0,0,0.41277494,1
0,1,0,0,0,0,0,0.419122516,0
0,1,0,0,0,0,0,0.423574058,0
0,0,0,1,0,0,0,0.444665718,0
0,0,0,1,0,0,0,0.418739313,0
0,0,0,0,1,0,0,0.424841036,0
0,0,0,0,0,1,0,0.000858044,1
0,0,0,1,0,0,0,0.459651889,0
0,0,0,0,1,0,0,0.413025174,1
0,0,0,1,0,0,0,0.382050444,1
0,1,0,0,0,0,0,0.412956355,1
0,0,0,0,0,1,0,0.409953581,1
0,1,0,0,0,0,0,0.394375335,1
0,1,0,0,0,0,0,0.414637124,0
0,0,1,0,0,0,0,0.413037687,1
0,1,0,0,0,0,0,0.41103738,1
0,1,0,0,0,0,0,0.412959483,1
0,0,0,0,1,0,0,0.408509253,1
0,0,1,0,0,0,0,0.405239663,1
0,0,0,1,0,0,0,0.501180138,0
